,TreeID,qLegalStatus,qSpecies,qAddress,SiteOrder,qSiteInfo,qCaretaker,PlantDate,DBH,PlotSize,Latitude,Longitude,Scientific_Name,Common_Name
559,60371,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1443 Palou Ave,1.0,Sidewalk: Curb side : Cutout,Private,10/26/82 0:00,9,3x3,37.73225439,-122.3880436,Metrosideros excelsa ,New Zealand Xmas Tree
562,200788,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1600 McKinnon Ave,2.0,Sidewalk: Curb side : Cutout,Private,,17,Width 0ft,37.73603211,-122.3892175,Metrosideros excelsa ,New Zealand Xmas Tree
565,13521,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,388 Market St,4.0,Sidewalk: Curb side : Cutout,DPW,,20,4x4,37.79187674,-122.398261,Platanus x hispanica ,Sycamore: London Plane
575,6219,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1215 Ellis St,2.0,Sidewalk: Curb side : Cutout,DPW,,15,3X3,37.78279323,-122.4266965,Platanus x hispanica ,Sycamore: London Plane
580,193931,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,102 Whitney Young Cir,8.0,Sidewalk: Curb side : Cutout,Private,,21,Width 3ft,37.73451735,-122.3847684,Metrosideros excelsa ,New Zealand Xmas Tree
581,178446,DPW Maintained,Pittosporum undulatum :: Victorian Box,300x Mansell St,8.0,Median : Cutout,DPW,,7,Width 0ft,37.72067242,-122.4044456,Pittosporum undulatum ,Victorian Box
590,21914,DPW Maintained,Lophostemon confertus :: Brisbane Box,2190 03rd St,4.0,Sidewalk: Curb side : Cutout,DPW,10/10/17 12:13,3,3X3,37.76215959,-122.3888532,Lophostemon confertus ,Brisbane Box
593,235105,DPW Maintained,Pittosporum undulatum :: Victorian Box,15 Powers Ave,1.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.74602846,-122.4190307,Pittosporum undulatum ,Victorian Box
595,133162,DPW Maintained,Pittosporum undulatum :: Victorian Box,2200 Grant Ave,6.0,Sidewalk: Curb side : Cutout,Private,,14,Width 4ft,37.80767295,-122.4089567,Pittosporum undulatum ,Victorian Box
596,134077,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2501 Vallejo St,3.0,Sidewalk: Curb side : Cutout,Private,,15,Width 4ft,37.79471418,-122.4385448,Platanus x hispanica ,Sycamore: London Plane
600,29321,DPW Maintained,Lophostemon confertus :: Brisbane Box,1250X Portola Dr,10.0,Median : Cutout,DPW,10/14/05 0:00,3,3X3,37.74005199,-122.4632537,Lophostemon confertus ,Brisbane Box
609,212791,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,550 Congo St,1.0,Sidewalk: Curb side : Cutout,Private,,11,Width 2ft,37.73382221,-122.441955,Platanus x hispanica ,Sycamore: London Plane
612,131636,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1 John Maher St,7.0,Sidewalk: Curb side : Cutout,Private,,9,Width 2ft,37.80099373,-122.4009247,Metrosideros excelsa ,New Zealand Xmas Tree
620,7977,DPW Maintained,Pittosporum undulatum :: Victorian Box,2007 Franklin St,2.0,Sidewalk: Curb side : Cutout,Private,,15,3X3,37.79320611,-122.4246733,Pittosporum undulatum ,Victorian Box
621,133662,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3301 Van Ness Ave,16.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.80621167,-122.4256985,Platanus x hispanica ,Sycamore: London Plane
628,187310,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2200 Sunset Blvd,3.0,Sidewalk: Curb side : Yard,Private,,24,Width 0ft,37.74464844,-122.4944676,Metrosideros excelsa ,New Zealand Xmas Tree
632,124670,DPW Maintained,Pittosporum undulatum :: Victorian Box,362 Arguello Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.78452751,-122.4590107,Pittosporum undulatum ,Victorian Box
637,178453,DPW Maintained,Pittosporum undulatum :: Victorian Box,500x Mansell St,13.0,Median : Cutout,DPW,,11,Width 0ft,37.72036784,-122.4056546,Pittosporum undulatum ,Victorian Box
644,29273,DPW Maintained,Lophostemon confertus :: Brisbane Box,300X Portola Dr,17.0,Median : Cutout,DPW,10/14/05 0:00,3,3X3,37.74666796,-122.4469037,Lophostemon confertus ,Brisbane Box
645,131332,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1308 Francisco St,2.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.80301179,-122.4270228,Metrosideros excelsa ,New Zealand Xmas Tree
649,38849,DPW Maintained,Pittosporum undulatum :: Victorian Box,1567 20th Ave,2.0,Sidewalk: Curb side : Cutout,Private,11/2/98 0:00,7,,37.75852933,-122.4779354,Pittosporum undulatum ,Victorian Box
651,232612,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,25 Wilder St,2.0,Sidewalk: Curb side : Cutout,Private,,8,Width 2ft,37.73394731,-122.4327086,Metrosideros excelsa ,New Zealand Xmas Tree
652,200423,DPW Maintained,Lophostemon confertus :: Brisbane Box,2955 03rd St,10.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.75239775,-122.3875551,Lophostemon confertus ,Brisbane Box
654,132500,DPW Maintained,Pittosporum undulatum :: Victorian Box,2512 Union St,2.0,Sidewalk: Curb side : Cutout,Private,,18,Width 3ft,37.79647697,-122.4408546,Pittosporum undulatum ,Victorian Box
655,212764,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,450 Vicente St,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.73955924,-122.4719839,Platanus x hispanica ,Sycamore: London Plane
660,138964,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,686 HAYES ST,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 0ft,37.77636983,-122.427687,Platanus x hispanica ,Sycamore: London Plane
662,132934,DPW Maintained,Pittosporum undulatum :: Victorian Box,2266 Jackson St,3.0,Sidewalk: Curb side : Cutout,Private,,29,Width 4ft,37.79281795,-122.43238,Pittosporum undulatum ,Victorian Box
671,137534,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1571 Steiner St,2.0,Sidewalk: Curb side : Cutout,Private,,4,Width 0ft,37.78372977,-122.4345623,Platanus x hispanica ,Sycamore: London Plane
673,17750,DPW Maintained,Lophostemon confertus :: Brisbane Box,1661 Pine St,2.0,Sidewalk: Curb side : Cutout,Private,1/20/00 0:00,4,3X3,37.7891686,-122.4234991,Lophostemon confertus ,Brisbane Box
676,250608,DPW Maintained,Lophostemon confertus :: Brisbane Box,2201 Golden Gate Ave,33.0,Sidewalk: Property side : Yard,Private,,5,,37.77746317,-122.4477408,Lophostemon confertus ,Brisbane Box
679,139575,DPW Maintained,Pittosporum undulatum :: Victorian Box,1203 SCOTT ST,1.0,Sidewalk: Curb side : Cutout,Private,,8,Width 0ft,37.7810695,-122.4373846,Pittosporum undulatum ,Victorian Box
684,234259,DPW Maintained,Pittosporum undulatum :: Victorian Box,207 Prospect Ave,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.74200111,-122.419626,Pittosporum undulatum ,Victorian Box
685,97726,DPW Maintained,Lophostemon confertus :: Brisbane Box,2999X Polk St,9.0,Sidewalk: Curb side : Cutout,SFUSD,,6,4x4,37.80379024,-122.4241452,Lophostemon confertus ,Brisbane Box
691,131399,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2331 Vallejo St,2.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.7951195,-122.4354341,Metrosideros excelsa ,New Zealand Xmas Tree
693,213128,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,126 Hearst Ave,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 2ft,37.73077529,-122.4403831,Metrosideros excelsa ,New Zealand Xmas Tree
694,235351,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1661 15th St,2.0,Sidewalk: Curb side : Cutout,Private,,15,Width 5ft,37.7665193,-122.42131,Platanus x hispanica ,Sycamore: London Plane
700,228066,DPW Maintained,Lophostemon confertus :: Brisbane Box,15 Elk St,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 3ft,37.7370847,-122.4397518,Lophostemon confertus ,Brisbane Box
703,28341,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,3119 Mission St,3.0,Sidewalk: Curb side : Cutout,DPW,1/12/04 0:00,6,3X3,37.74755461,-122.4184944,Platanus x hispanica ,Sycamore: London Plane
705,178605,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,0 Gonzalez Dr,6.0,Sidewalk: Curb side : Yard,Private,,2,,37.71747795,-122.4817117,Platanus x hispanica ,Sycamore: London Plane
717,1748,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,111 Bay St,12.0,Sidewalk: Curb side : Cutout,PUC,,18,5,37.80627197,-122.4077539,Platanus x hispanica ,Sycamore: London Plane
718,131435,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,333 O'Farrell St,1.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.78595976,-122.4110937,Metrosideros excelsa ,New Zealand Xmas Tree
724,27836,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,900X The Embarcadero,9.0,Sidewalk: Curb side : Cutout,Port,12/20/00 0:00,24,,37.80288457,-122.4006465,Platanus x hispanica ,Sycamore: London Plane
727,141721,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1575 GEARY BLVD,5.0,Sidewalk: Curb side : Cutout,Private,,14,Width 0ft,37.78463539,-122.4291126,Platanus x hispanica ,Sycamore: London Plane
730,7715,DPW Maintained,Lophostemon confertus :: Brisbane Box,101X Franklin St,3.0,Sidewalk: Curb side : Cutout,DPW,2/15/05 0:00,7,3X3,37.77523536,-122.4210481,Lophostemon confertus ,Brisbane Box
735,177172,DPW Maintained,Lophostemon confertus :: Brisbane Box,18 Hester Ave,1.0,Sidewalk: Curb side : Cutout,Private,,5,Width 2ft,37.71418628,-122.3981911,Lophostemon confertus ,Brisbane Box
739,2883,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1500X California St,1.0,Sidewalk: Curb side : Cutout,DPW,,75,3X3,37.79085004,-122.4192691,Platanus x hispanica ,Sycamore: London Plane
746,183645,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1488 La Playa,1.0,Sidewalk: Curb side : Cutout,Private,,3,Width 0ft,37.75876929,-122.5089597,Metrosideros excelsa ,New Zealand Xmas Tree
752,97146,Undocumented,Lophostemon confertus :: Brisbane Box,2001X Harrison St,2.0,Sidewalk: Curb side : Cutout,Private,,5,3x3,37.76540357,-122.4131712,Lophostemon confertus ,Brisbane Box
756,2724,Permitted Site,Pittosporum undulatum :: Victorian Box,2205X Bush St,3.0,Sidewalk: Curb side : Cutout,Private,5/12/92 0:00,12,3x3,37.78693847,-122.433559,Pittosporum undulatum ,Victorian Box
761,177595,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2973 Alemany Blvd,2.0,Sidewalk: Curb side : Cutout,Private,,23,Width 4ft,37.71126488,-122.452827,Metrosideros excelsa ,New Zealand Xmas Tree
766,13510,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,333 Market St,4.0,Sidewalk: Curb side : Cutout,DPW,,50,4X4,37.79187783,-122.3978554,Platanus x hispanica ,Sycamore: London Plane
778,247469,DPW Maintained,Pittosporum undulatum :: Victorian Box,700 Page St,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 0ft,37.77286376,-122.432477,Pittosporum undulatum ,Victorian Box
782,15011,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,637 Mendell St,1.0,Sidewalk: Curb side : Cutout,DPW,,4,0,37.73909522,-122.3861826,Metrosideros excelsa ,New Zealand Xmas Tree
783,101105,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1642 Noriega St,1.0,Sidewalk: Curb side : Cutout,Private,,12,3x3,37.75413522,-122.4815289,Metrosideros excelsa ,New Zealand Xmas Tree
789,15088,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,30 Mission St,3.0,Sidewalk: Curb side : Cutout,Port,,6,4X4,37.79335856,-122.3931418,Platanus x hispanica ,Sycamore: London Plane
791,228768,DPW Maintained,Lophostemon confertus :: Brisbane Box,1 Franklin St,2.0,Sidewalk: Curb side : Cutout,Private,,2,Width 4ft,37.7744263,-122.4208886,Lophostemon confertus ,Brisbane Box
792,27922,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,100 The Embarcadero,16.0,Sidewalk: Curb side : Cutout,Port,2/1/01 0:00,12,3X3,37.78063781,-122.3889473,Platanus x hispanica ,Sycamore: London Plane
795,234252,DPW Maintained,Pittosporum undulatum :: Victorian Box,104 Banks St,1.0,Sidewalk: Curb side : Cutout,Private,,12,Width 3ft,37.74124251,-122.4126583,Pittosporum undulatum ,Victorian Box
807,132543,DPW Maintained,Pittosporum undulatum :: Victorian Box,51 Prado St,4.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.80455106,-122.4416974,Pittosporum undulatum ,Victorian Box
809,63575,DPW Maintained,Pittosporum undulatum :: Victorian Box,1335 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,4/30/87 0:00,9,,37.79974906,-122.4215562,Pittosporum undulatum ,Victorian Box
817,92914,Undocumented,Pittosporum undulatum :: Victorian Box,328 West Portal Ave,1.0,Sidewalk: Curb side : Cutout,Private,,8,,37.73741086,-122.4692543,Pittosporum undulatum ,Victorian Box
821,124297,DPW Maintained,Pittosporum undulatum :: Victorian Box,199 Jordan Ave,2.0,Sidewalk: Curb side : Cutout,Private,,6,Width 3ft,37.78168009,-122.4567513,Pittosporum undulatum ,Victorian Box
827,135020,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1200 Battery St,2.0,Sidewalk: Curb side : Cutout,Private,,8,Width 3ft,37.80257729,-122.4017591,Platanus x hispanica ,Sycamore: London Plane
831,23653,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,224 Virginia Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,20,3X3,37.74216202,-122.419256,Platanus x hispanica ,Sycamore: London Plane
835,202814,DPW Maintained,Lophostemon confertus :: Brisbane Box,560 Mission Bay Blvd North,8.0,Sidewalk: Curb side : Cutout,Private,,3,Width 5ft,37.77100001,-122.3919067,Lophostemon confertus ,Brisbane Box
844,178609,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1250 Alemany Blvd,2.0,Sidewalk: Curb side : Cutout,Private,,14,Width 3ft,37.73041979,-122.43214,Platanus x hispanica ,Sycamore: London Plane
847,177166,DPW Maintained,Lophostemon confertus :: Brisbane Box,2899 Alemany Blvd,1.0,Sidewalk: Curb side : Cutout,Private,,13,Width 2ft,37.71206827,-122.4517333,Lophostemon confertus ,Brisbane Box
850,140773,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,90 Fortuna Ave,1.0,Sidewalk: Curb side : Cutout,Private,,4,Width 0ft,37.78131959,-122.442849,Metrosideros excelsa ,New Zealand Xmas Tree
851,76301,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2 Townsend St,6.0,Sidewalk: Curb side : Cutout,Private,,13,,37.78175987,-122.3891816,Platanus x hispanica ,Sycamore: London Plane
855,60308,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1748 Grove St,1.0,Sidewalk: Curb side : Cutout,Private,10/7/82 0:00,9,,37.77504909,-122.4454422,Platanus x hispanica ,Sycamore: London Plane
863,97232,DPW Maintained,Pittosporum undulatum :: Victorian Box,1300X Newcomb Ave,12.0,Median : Cutout,DPW,,6,15x200,37.73294877,-122.3857003,Pittosporum undulatum ,Victorian Box
867,29335,DPW Maintained,Lophostemon confertus :: Brisbane Box,1500X Portola Dr,1.0,Median : Cutout,DPW,1/16/06 0:00,3,3X3,37.73667874,-122.4693298,Lophostemon confertus ,Brisbane Box
871,210296,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1620 10th Ave,1.0,Sidewalk: Curb side : Pot,Private,,18,Width 3ft,37.75799187,-122.4668808,Metrosideros excelsa ,New Zealand Xmas Tree
873,28612,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,49 Ocean Ave,3.0,Sidewalk: Curb side : Cutout,DPW,,6,3X3,37.7236903,-122.4367653,Metrosideros excelsa ,New Zealand Xmas Tree
874,139077,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2233 POST ST,6.0,Sidewalk: Curb side : Cutout,Private,,10,Width 0ft,37.78438659,-122.4385395,Metrosideros excelsa ,New Zealand Xmas Tree
883,234069,DPW Maintained,Pittosporum undulatum :: Victorian Box,2641 25th St,2.0,Sidewalk: Curb side : Cutout,Private,,11,Width 4ft,37.75175492,-122.4047422,Pittosporum undulatum ,Victorian Box
897,236121,DPW Maintained,Pittosporum undulatum :: Victorian Box,82 Germania St,3.0,Sidewalk: Curb side : Cutout,Private,,7,Width 3ft,37.7707668,-122.4299441,Pittosporum undulatum ,Victorian Box
901,248423,DPW Maintained,Lophostemon confertus :: Brisbane Box,1775 Waller St,2.0,Sidewalk: Curb side : Cutout,Private,,9,Width 0ft,37.76822562,-122.4529454,Lophostemon confertus ,Brisbane Box
902,56701,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,1630 42nd Ave,1.0,Sidewalk: Curb side : Cutout,Private,,12,,37.75624402,-122.5012639,Metrosideros excelsa ,New Zealand Xmas Tree
910,195317,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,101 Market St,15.0,Sidewalk: Curb side : Cutout,Private,,9,Width 4ft,37.79360512,-122.3956823,Platanus x hispanica ,Sycamore: London Plane
914,135283,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1000 The Embarcadero,1.0,Sidewalk: Curb side : Cutout,Private,,10,Width 4ft,37.80065771,-122.3991807,Platanus x hispanica ,Sycamore: London Plane
918,6147,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,939 Ellis St,3.0,Sidewalk: Curb side : Cutout,DPW,,6,4x4,37.78364647,-122.4218346,Platanus x hispanica ,Sycamore: London Plane
921,234618,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,4032 25th St,2.0,Sidewalk: Curb side : Cutout,Private,,13,Width 3ft,37.74997246,-122.4303417,Platanus x hispanica ,Sycamore: London Plane
929,194981,DPW Maintained,Pittosporum undulatum :: Victorian Box,705 Natoma St,5.0,Sidewalk: Curb side : Cutout,Private,,6,Width 2ft,37.77649873,-122.4123015,Pittosporum undulatum ,Victorian Box
937,63395,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,345 Taylor St,1.0,Sidewalk: Curb side : Cutout,Private,2/18/87 0:00,6,,37.78564369,-122.411357,Metrosideros excelsa ,New Zealand Xmas Tree
939,135610,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,450x The Embarcadero,21.0,Median : Yard,DPW,,7,,37.79569398,-122.3945729,Platanus x hispanica ,Sycamore: London Plane
943,15143,Permitted Site,Lophostemon confertus :: Brisbane Box,780X Mission St,7.0,Sidewalk: Curb side : Cutout,Private,,12,3x3,37.78470686,-122.4041289,Lophostemon confertus ,Brisbane Box
948,18990,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2961X Sacramento St,1.0,Sidewalk: Curb side : Cutout,Private,,12,4X4,37.7888043,-122.4416095,Platanus x hispanica ,Sycamore: London Plane
949,9231,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,6333 Geary Blvd,7.0,Sidewalk: Curb side : Cutout,Private,,6,3X3,37.7798277,-122.4872307,Metrosideros excelsa ,New Zealand Xmas Tree
950,24591,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,515 Cortland Ave,1.0,Sidewalk: Curb side : Cutout,DPW,,12,3X3,37.7390819,-122.416121,Metrosideros excelsa ,New Zealand Xmas Tree
954,25570,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,50X Industrial St,15.0,Sidewalk: Curb side : Cutout,DPW,,12,4X4,37.73993926,-122.4003467,Platanus x hispanica ,Sycamore: London Plane
955,164229,Section 806 (d),Lophostemon confertus :: Brisbane Box,2401 17th Ave,2.0,Sidewalk: Curb side : Cutout,Private,8/12/20 0:00,3,3x3,37.74282422,-122.4736131,Lophostemon confertus ,Brisbane Box
959,22431,Permitted Site,Lophostemon confertus :: Brisbane Box,5945 03rd St,2.0,Sidewalk: Curb side : Cutout,Private,1/18/08 0:00,3,3X3,37.72396111,-122.394868,Lophostemon confertus ,Brisbane Box
962,134800,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1070 Lombard St,4.0,Sidewalk: Curb side : Yard,Private,,8,,37.8021304,-122.4191675,Platanus x hispanica ,Sycamore: London Plane
964,132510,DPW Maintained,Pittosporum undulatum :: Victorian Box,2303 Filbert St,1.0,Sidewalk: Curb side : Cutout,Private,,2,Width 3ft,37.79772134,-122.4375661,Pittosporum undulatum ,Victorian Box
966,134240,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,2090 Broadway,2.0,Sidewalk: Curb side : Cutout,Private,,12,Width 4ft,37.79480701,-122.431479,Platanus x hispanica ,Sycamore: London Plane
967,14156,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,1700 Market St,3.0,Sidewalk: Curb side : Cutout,DPW,,12,4x4,37.77280262,-122.4224406,Platanus x hispanica ,Sycamore: London Plane
969,2695,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,2111 Bush St,1.0,Sidewalk: Curb side : Cutout,DPW,11/17/03 0:00,3,3x3,37.7872832,-122.431948,Metrosideros excelsa ,New Zealand Xmas Tree
1001,13522,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,388 Market St,5.0,Sidewalk: Curb side : Cutout,DPW,,20,4x4,37.79187674,-122.398261,Platanus x hispanica ,Sycamore: London Plane
